alert_id,timestamp,user,ip,country,severity,reason,event_type,mitre_id,mitre_technique,attempt_count,risk_score,ml_label,priority_score,recommended_action
SOC-4BA2449B,2026-05-26 03:05:26,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,4,27.99,NORMAL,56.79,Block IP immediately + Reset user password + Enable MFA
SOC-BDAFE8C3,2026-05-26 03:44:34,admin,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4,27.99,NORMAL,56.79,Block IP immediately + Reset user password + Enable MFA
SOC-2E0A7669,2026-05-26 03:42:54,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,4,27.99,NORMAL,56.79,Block IP immediately + Reset user password + Enable MFA
SOC-B07D70DD,2026-05-26 03:49:58,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,4,27.99,NORMAL,56.79,Block IP immediately + Reset user password + Enable MFA
SOC-C4C816ED,2026-05-26 01:58:25,guest,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,9,27.94,NORMAL,56.76,Block IP immediately + Reset user password + Enable MFA
SOC-DEB61E53,2026-05-26 02:25:47,admin,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,3,27.89,NORMAL,56.73,Block IP immediately + Reset user password + Enable MFA
SOC-857BAB40,2026-05-26 04:58:59,guest,113.20.66.117,KP,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,61.18,NORMAL,56.71,Verify with user + Flag for manager review
SOC-DEF0CD51,2026-05-26 01:54:37,guest,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,8,27.76,NORMAL,56.66,Block IP immediately + Reset user password + Enable MFA
SOC-89A398A0,2026-05-26 01:32:43,guest,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,2,27.68,NORMAL,56.61,Block IP immediately + Reset user password + Enable MFA
SOC-BF022B96,2026-05-26 04:39:25,guest,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,6,27.68,NORMAL,56.61,Block IP immediately + Reset user password + Enable MFA
SOC-AEBA5EE5,2026-05-26 00:12:52,hr.user,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,7,27.62,NORMAL,56.57,Block IP immediately + Reset user password + Enable MFA
SOC-653D3D45,2026-05-26 03:23:21,admin,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,27.61,NORMAL,56.57,Block IP + Force password reset for all targeted users
SOC-0EF30AB2,2026-05-26 03:42:40,admin,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,27.61,NORMAL,56.57,Block IP + Force password reset for all targeted users
SOC-A5A2E1EF,2026-05-26 03:53:17,admin,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,27.61,NORMAL,56.57,Block IP + Force password reset for all targeted users
SOC-3551F3C1,2026-05-26 02:14:26,deekshitha,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6,27.54,NORMAL,56.52,Block IP immediately + Reset user password + Enable MFA
SOC-2EF96AAD,2026-05-26 02:05:21,admin,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,8,27.51,NORMAL,56.51,Block IP immediately + Reset user password + Enable MFA
SOC-4FC2838A,2026-05-26 02:06:56,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8,27.51,NORMAL,56.51,Block IP immediately + Reset user password + Enable MFA
SOC-EFB5BBB5,2026-05-26 02:36:01,admin,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,27.5,NORMAL,56.5,Block IP + Force password reset for all targeted users
SOC-DD130810,2026-05-26 02:19:33,admin,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,27.5,NORMAL,56.5,Block IP + Force password reset for all targeted users
SOC-1215A539,2026-05-26 02:30:55,admin,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,27.5,NORMAL,56.5,Block IP + Force password reset for all targeted users
SOC-888CD7CE,2026-05-26 03:47:22,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,5,27.49,NORMAL,56.49,Block IP immediately + Reset user password + Enable MFA
SOC-1E546898,2026-05-26 03:52:06,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,5,27.49,NORMAL,56.49,Block IP immediately + Reset user password + Enable MFA
SOC-4BD5A050,2026-05-26 00:00:23,hr.user,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,5,27.49,NORMAL,56.49,Block IP immediately + Reset user password + Enable MFA
SOC-30992990,2026-05-26 00:59:53,guest,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,5,27.44,NORMAL,56.46,Block IP immediately + Reset user password + Enable MFA
SOC-F79FD3FF,2026-05-26 01:50:48,john.doe,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,9,27.43,NORMAL,56.46,Block IP immediately + Reset user password + Enable MFA
SOC-1DE45905,2026-05-26 01:57:56,hr.user,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,2,27.32,NORMAL,56.39,Block IP immediately + Reset user password + Enable MFA
SOC-7C10CF23,2026-05-26 03:21:31,guest,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6,27.31,NORMAL,56.39,Block IP immediately + Reset user password + Enable MFA
SOC-D9612159,2026-05-26 01:29:36,admin,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,2,27.3,NORMAL,56.38,Block IP immediately + Reset user password + Enable MFA
SOC-79CE3D4B,2026-05-26 03:17:29,admin,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,3,27.12,NORMAL,56.27,Block IP immediately + Reset user password + Enable MFA
SOC-C8183A9C,2026-05-26 03:30:11,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,3,27.12,NORMAL,56.27,Block IP immediately + Reset user password + Enable MFA
SOC-AE6BAC46,2026-05-26 03:39:13,dev.ops,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,2,27.11,NORMAL,56.27,Block IP immediately + Reset user password + Enable MFA
SOC-7D1BE653,2026-05-26 04:23:20,root,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,27.09,NORMAL,56.25,Block IP + Force password reset for all targeted users
SOC-6FBF8275,2026-05-26 04:35:54,root,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,1,27.09,NORMAL,56.25,Block IP immediately + Reset user password + Enable MFA
SOC-EB26BECF,2026-05-26 04:33:16,root,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1,27.09,NORMAL,56.25,Block IP + Force password reset for all targeted users
SOC-E0085B7D,2026-05-26 04:25:47,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,27.09,NORMAL,56.25,Block IP + Force password reset for all targeted users
SOC-E4970775,2026-05-26 02:04:35,root,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,2,27.09,NORMAL,56.25,Block IP immediately + Reset user password + Enable MFA
SOC-CCBB49DB,2026-05-26 04:45:13,guest,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,3,27.06,NORMAL,56.24,Block IP immediately + Reset user password + Enable MFA
SOC-7306FD1F,2026-05-26 00:45:20,jane.smith,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,8,26.94,NORMAL,56.16,Block IP immediately + Reset user password + Enable MFA
SOC-9A49D712,2026-05-26 00:53:54,jane.smith,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,8,26.94,NORMAL,56.16,Block IP immediately + Reset user password + Enable MFA
SOC-B4895EBB,2026-05-26 03:36:45,deekshitha,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,26.8,NORMAL,56.08,Block IP + Force password reset for all targeted users
SOC-32CCA7FB,2026-05-26 03:34:53,deekshitha,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,26.8,NORMAL,56.08,Block IP + Force password reset for all targeted users
SOC-C1D2C2F0,2026-05-26 03:38:27,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,26.8,NORMAL,56.08,Block IP + Force password reset for all targeted users
SOC-D729C86E,2026-05-26 00:15:46,jane.smith,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,7,26.73,NORMAL,56.04,Block IP immediately + Reset user password + Enable MFA
SOC-BA96517C,2026-05-26 00:02:45,jane.smith,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,7,26.73,NORMAL,56.04,Block IP immediately + Reset user password + Enable MFA
SOC-D49E726A,2026-05-26 01:23:50,hr.user,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,10,26.67,NORMAL,56.0,Block IP immediately + Reset user password + Enable MFA
SOC-CF9F6299,2026-05-26 03:58:43,dev.ops,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6,26.67,NORMAL,56.0,Block IP immediately + Reset user password + Enable MFA
SOC-80F364DD,2026-05-26 02:42:31,hr.user,201.218.150.19,DE,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,59.96,NORMAL,55.98,Verify with user + Flag for manager review
SOC-847666AD,2026-05-26 02:47:38,guest,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,9,26.64,NORMAL,55.98,Block IP immediately + Reset user password + Enable MFA
SOC-A60F33A6,2026-05-26 00:25:04,jane.smith,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5,26.59,NORMAL,55.95,Block IP immediately + Reset user password + Enable MFA
SOC-81C01682,2026-05-26 04:40:25,john.doe,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,7,26.53,NORMAL,55.92,Block IP immediately + Reset user password + Enable MFA
SOC-E1C57D4B,2026-05-26 00:23:20,john.doe,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,26.54,NORMAL,55.92,Block IP + Force password reset for all targeted users
SOC-920ADB70,2026-05-26 00:19:22,jane.smith,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,4,26.51,NORMAL,55.91,Block IP immediately + Reset user password + Enable MFA
SOC-E523A310,2026-05-26 00:36:06,jane.smith,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,4,26.51,NORMAL,55.91,Block IP immediately + Reset user password + Enable MFA
SOC-FB3B6625,2026-05-26 00:14:37,jane.smith,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,4,26.51,NORMAL,55.91,Block IP immediately + Reset user password + Enable MFA
SOC-F3E74583,2026-05-26 04:20:22,root,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,26.48,NORMAL,55.89,Block IP + Force password reset for all targeted users
SOC-67FE7983,2026-05-26 04:23:46,root,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,26.48,NORMAL,55.89,Block IP + Force password reset for all targeted users
SOC-8AABD8B5,2026-05-26 04:08:15,root,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,1,26.48,NORMAL,55.89,Block IP immediately + Reset user password + Enable MFA
SOC-E413AAB9,2026-05-26 04:53:51,root,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,26.48,NORMAL,55.89,Block IP + Force password reset for all targeted users
SOC-BB8C1925,2026-05-26 00:19:32,jane.smith,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6,26.23,NORMAL,55.74,Block IP immediately + Reset user password + Enable MFA
SOC-5DEFFFE6,2026-05-26 04:12:08,hr.user,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6,26.22,NORMAL,55.73,Block IP immediately + Reset user password + Enable MFA
SOC-4CF937AD,2026-05-26 00:16:02,jane.smith,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,3,26.02,NORMAL,55.61,Block IP immediately + Reset user password + Enable MFA
SOC-02B245CB,2026-05-26 00:05:02,jane.smith,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,3,26.02,NORMAL,55.61,Block IP immediately + Reset user password + Enable MFA
SOC-EC7B4B64,2026-05-26 00:23:22,deekshitha,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,25.9,NORMAL,55.54,Block IP + Force password reset for all targeted users
SOC-DD5E38F0,2026-05-26 00:18:42,deekshitha,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,25.9,NORMAL,55.54,Block IP + Force password reset for all targeted users
SOC-1950E929,2026-05-26 00:36:08,deekshitha,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,1,25.9,NORMAL,55.54,Block IP immediately + Reset user password + Enable MFA
SOC-744C0E73,2026-05-26 00:36:48,deekshitha,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,25.9,NORMAL,55.54,Block IP + Force password reset for all targeted users
SOC-CD999ED9,2026-05-26 00:40:38,deekshitha,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,25.9,NORMAL,55.54,Block IP + Force password reset for all targeted users
SOC-7B5C181A,2026-05-26 02:44:47,dev.ops,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,8,25.86,NORMAL,55.52,Block IP immediately + Reset user password + Enable MFA
SOC-0C9FA832,2026-05-26 04:44:50,jane.smith,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,8,25.63,NORMAL,55.38,Block IP immediately + Reset user password + Enable MFA
SOC-15C8EBD2,2026-05-26 04:37:53,john.doe,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,25.55,NORMAL,55.33,Block IP + Force password reset for all targeted users
SOC-42004B7E,2026-05-26 04:15:51,john.doe,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,25.55,NORMAL,55.33,Block IP + Force password reset for all targeted users
SOC-12138F99,2026-05-26 04:26:28,john.doe,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,1,25.55,NORMAL,55.33,Block IP immediately + Reset user password + Enable MFA
SOC-88EADD74,2026-05-26 04:23:08,john.doe,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,25.55,NORMAL,55.33,Block IP + Force password reset for all targeted users
SOC-17B60187,2026-05-26 01:12:46,john.doe,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,4,25.48,NORMAL,55.29,Block IP immediately + Reset user password + Enable MFA
SOC-D777C4DF,2026-05-26 04:01:48,guest,141.102.103.179,DE,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,58.82,NORMAL,55.29,Verify with user + Flag for manager review
SOC-80917406,2026-05-26 04:18:14,deekshitha,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,25.47,NORMAL,55.28,Block IP + Force password reset for all targeted users
SOC-19A295AC,2026-05-26 04:48:00,deekshitha,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,25.47,NORMAL,55.28,Block IP + Force password reset for all targeted users
SOC-2339177C,2026-05-26 04:55:57,deekshitha,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,1,25.47,NORMAL,55.28,Block IP immediately + Reset user password + Enable MFA
SOC-275B2AE4,2026-05-26 03:03:02,john.doe,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8,25.26,NORMAL,55.16,Block IP immediately + Reset user password + Enable MFA
SOC-4377EB1B,2026-05-26 03:35:38,john.doe,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,8,25.26,NORMAL,55.16,Block IP immediately + Reset user password + Enable MFA
SOC-79EE1E4B,2026-05-26 02:24:28,dev.ops,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,9,25.2,NORMAL,55.12,Block IP immediately + Reset user password + Enable MFA
SOC-067D51CF,2026-05-26 01:27:26,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,25.12,NORMAL,55.07,Block IP + Force password reset for all targeted users
SOC-D588E043,2026-05-26 01:31:10,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,25.12,NORMAL,55.07,Block IP + Force password reset for all targeted users
SOC-FBADE4BD,2026-05-26 02:07:39,hr.user,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,3,25.08,NORMAL,55.05,Block IP immediately + Reset user password + Enable MFA
SOC-896CDA5D,2026-05-26 02:46:51,jane.smith,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,11,24.98,NORMAL,54.99,Block IP immediately + Reset user password + Enable MFA
SOC-3974D554,2026-05-26 02:16:22,admin,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,5,24.89,NORMAL,54.93,Block IP immediately + Reset user password + Enable MFA
SOC-3F2B2443,2026-05-26 02:14:49,admin,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5,24.89,NORMAL,54.93,Block IP immediately + Reset user password + Enable MFA
SOC-A7390E8A,2026-05-26 01:28:57,john.doe,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,24.82,NORMAL,54.89,Block IP + Force password reset for all targeted users
SOC-B3DB0BCF,2026-05-26 01:15:03,john.doe,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,24.82,NORMAL,54.89,Block IP + Force password reset for all targeted users
SOC-3BB41FF9,2026-05-26 00:45:42,jane.smith,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,7,24.75,NORMAL,54.85,Block IP immediately + Reset user password + Enable MFA
SOC-93EC24C3,2026-05-26 01:25:27,dev.ops,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,8,24.64,NORMAL,54.78,Block IP immediately + Reset user password + Enable MFA
SOC-42FC5B37,2026-05-26 02:57:29,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,4,24.59,NORMAL,54.75,Block IP immediately + Reset user password + Enable MFA
SOC-39E3FE8C,2026-05-26 04:20:44,john.doe,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6,24.46,NORMAL,54.68,Block IP immediately + Reset user password + Enable MFA
SOC-E6BE2AF2,2026-05-26 01:45:41,john.doe,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5,24.46,NORMAL,54.68,Block IP immediately + Reset user password + Enable MFA
SOC-19356675,2026-05-26 03:10:15,jane.smith,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9,24.45,NORMAL,54.67,Block IP immediately + Reset user password + Enable MFA
SOC-6AAE71EF,2026-05-26 02:29:05,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,24.43,NORMAL,54.66,Block IP + Force password reset for all targeted users
SOC-8BCDB7BB,2026-05-26 02:31:28,deekshitha,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,24.43,NORMAL,54.66,Block IP + Force password reset for all targeted users
SOC-E23B1FED,2026-05-26 02:43:42,deekshitha,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,24.43,NORMAL,54.66,Block IP + Force password reset for all targeted users
SOC-F7DC3354,2026-05-26 02:35:56,deekshitha,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,24.43,NORMAL,54.66,Block IP + Force password reset for all targeted users
SOC-FC790DB7,2026-05-26 03:38:18,root,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,1,24.35,NORMAL,54.61,Block IP immediately + Reset user password + Enable MFA
SOC-314228AD,2026-05-26 03:25:23,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,24.35,NORMAL,54.61,Block IP + Force password reset for all targeted users
SOC-96E7B958,2026-05-26 03:47:01,root,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,24.35,NORMAL,54.61,Block IP + Force password reset for all targeted users
SOC-AAC6FE8D,2026-05-26 03:15:54,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,24.35,NORMAL,54.61,Block IP + Force password reset for all targeted users
SOC-9FC69D3D,2026-05-26 03:39:41,deekshitha,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,5,24.29,NORMAL,54.57,Block IP immediately + Reset user password + Enable MFA
SOC-12B1FE7C,2026-05-26 04:15:34,jane.smith,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,5,24.16,NORMAL,54.5,Block IP immediately + Reset user password + Enable MFA
SOC-21C822CC,2026-05-26 02:19:25,jane.smith,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,2,24.17,NORMAL,54.5,Block IP immediately + Reset user password + Enable MFA
SOC-EECF0A79,2026-05-26 02:03:51,jane.smith,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,2,24.17,NORMAL,54.5,Block IP immediately + Reset user password + Enable MFA
SOC-FF996E2F,2026-05-26 02:26:33,jane.smith,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,2,24.17,NORMAL,54.5,Block IP immediately + Reset user password + Enable MFA
SOC-1E3C6145,2026-05-26 01:12:33,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,24.08,NORMAL,54.45,Block IP + Force password reset for all targeted users
SOC-0B1BFD7F,2026-05-26 03:48:04,root,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1,24.06,NORMAL,54.44,Block IP + Force password reset for all targeted users
SOC-A2672B18,2026-05-26 03:51:54,root,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,24.06,NORMAL,54.44,Block IP + Force password reset for all targeted users
SOC-7C62D244,2026-05-26 03:22:48,root,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,1,24.06,NORMAL,54.44,Block IP immediately + Reset user password + Enable MFA
SOC-AD4781C2,2026-05-26 03:36:20,john.doe,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,2,23.96,NORMAL,54.38,Block IP immediately + Reset user password + Enable MFA
SOC-D1B223EA,2026-05-26 04:47:34,hr.user,197.191.103.56,KP,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,57.2,NORMAL,54.32,Verify with user + Flag for manager review
SOC-53962187,2026-05-26 01:42:26,john.doe,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,3,23.79,NORMAL,54.27,Block IP immediately + Reset user password + Enable MFA
